Year,Month,Day,Percentage
1996,11,22,0.018294696
1996,11,23,0.02273566
1996,11,24,0.042767294
1996,11,25,0.0439466
1996,11,26,0.016956981
1996,11,27,0.008206947
1996,11,28,0.0046838406
1996,11,29,0.004299596
1996,11,30,0.006025424
1996,12,1,0.0057029
1996,12,2,0.010676157
1996,12,3,0.015504387
1996,12,4,0.020371718
1996,12,5,0.04271473
1996,12,6,0.037090812
1996,12,7,0.02203877
1996,12,8,0.015712291
1996,12,9,0.022319071
1996,12,10,0.021335622
1996,12,11,0.030747868
1996,12,12,0.04394299
1996,12,13,0.022520144
1996,12,14,0.028659161
1996,12,15,0.026060438
1996,12,16,0.031935867
1996,12,17,0.036284756
1996,12,18,0.04101319
1996,12,19,0.022864256
1996,12,20,0.017740246
1996,12,21,0.01834929
1996,12,22,0.013051585
1996,12,23,0.028058877
1996,12,24,0.019357221
1996,12,25,0.023272997
1996,12,26,0.0377034
1996,12,27,0.045517605
1996,12,28,0.03058104
1996,12,29,0.034487545
1996,12,30,0.043280333
1996,12,31,0.025378482
1997,1,1,0.023132185
1997,1,2,0.042567212
1997,1,3,0.02808102
1997,1,4,0.017714534
1997,1,5,0.03017984
1997,1,6,0.029699717
1997,1,7,0.02736302
1997,1,8,0.050509702
1997,1,9,0.10646563
1997,1,10,0.05544229
1997,1,11,0.04691067
1997,1,12,0.040016733
1997,1,13,0.06534693
1997,1,14,0.047334924
1997,1,15,0.0911374
1997,1,16,0.05989566
1997,1,17,0.031210821
1997,1,18,0.023638384
1997,1,19,0.021179924
1997,1,20,0.026434047
1997,1,21,0.03746531
1997,1,22,0.030727549
1997,1,23,0.021462062
1997,1,24,0.044528004
1997,1,25,0.025340842
1997,1,26,0.03951049
1997,1,27,0.055412285
1997,1,28,0.028099174
1997,1,29,0.022742298
1997,1,30,0.0268412
1997,1,31,0.021349499
1997,2,1,0.01766496
1997,2,2,0.01466071
1997,2,3,0.019916903
1997,2,4,0.026773939
1997,2,5,0.017011737
1997,2,6,0.016273554
1997,2,7,0.023972603
1997,2,8,0.026419295
1997,2,9,0.01710058
1997,2,10,0.016149232
1997,2,11,0.02080179
1997,2,12,0.023746876
1997,2,13,0.018265441
1997,2,14,0.023689218
1997,2,15,0.01506829
1997,2,16,0.015068015
1997,2,17,0.011524705
1997,2,18,0.0144356955
1997,2,19,0.021451063
1997,2,20,0.028863816
1997,2,21,0.05239374
1997,2,22,0.019866088
1997,2,23,0.014195693
1997,2,24,0.0137768155
1997,2,25,0.016199907
1997,2,26,0.029905561
1997,2,27,0.024590164
1997,2,28,0.018548863
1997,3,1,0.020161884
1997,3,2,0.017231833
1997,3,3,0.035117604
1997,3,4,0.024773888
1997,3,5,0.028749181
1997,3,6,0.03039434
1997,3,7,0.013138972
1997,3,8,0.010428907
1997,3,9,0.0087773865
1997,3,10,0.022524882
1997,3,11,0.014409222
1997,3,12,0.011918015
1997,3,13,0.03314555
1997,3,14,0.036223356
1997,3,15,0.014456593
1997,3,16,0.008979761
1997,3,17,0.016102638
1997,3,18,0.025140762
1997,3,19,0.012108915
1997,3,20,0.0112499185
1997,3,21,0.006535521
1997,3,22,0.0055730734
1997,3,23,0.008362128
1997,3,24,0.016431004
1997,3,25,0.021938441
1997,3,26,0.015712976
1997,3,27,0.010210092
1997,3,28,0.009631243
1997,3,29,0.008922646
1997,3,30,0.009152683
1997,3,31,0.04841457
1997,4,1,0.061068203
1997,4,2,0.022270257
1997,4,3,0.016371971
1997,4,4,0.012020644
1997,4,5,0.013507529
1997,4,6,0.017414834
1997,4,7,0.015410847
1997,4,8,0.0140263485
1997,4,9,0.01631824
1997,4,10,0.01901016
1997,4,11,0.020501737
1997,4,12,0.010231873
1997,4,13,0.006293223
1997,4,14,0.009127323
1997,4,15,0.009917898
1997,4,16,0.009787179
1997,4,17,0.009197819
1997,4,18,0.010820381
1997,4,19,0.010090594
1997,4,20,0.0066422196
1997,4,21,0.012284044
1997,4,22,0.017540403
1997,4,23,0.023523228
1997,4,24,0.016749868
1997,4,25,0.017966036
1997,4,26,0.015710281
1997,4,27,0.011569904
1997,4,28,0.016975919
1997,4,29,0.01289898
1997,4,30,0.01515451
1997,5,1,0.023754537
1997,5,2,0.014019614
1997,5,3,0.023042157
1997,5,4,0.008970169
1997,5,5,0.012404328
1997,5,6,0.017562393
1997,5,7,0.011815961
1997,5,8,0.010358933
1997,5,9,0.009284256
1997,5,10,0.00925309
1997,5,11,0.0094405105
1997,5,12,0.0084271515
1997,5,13,0.011254443
1997,5,14,0.009678056
1997,5,15,0.009211132
1997,5,16,0.008276406
1997,5,17,0.008564046
1997,5,18,0.010400056
1997,5,19,0.020932069
1997,5,20,0.013164824
1997,5,21,0.010074406
1997,5,22,0.007499013
1997,5,23,0.0047281324
1997,5,24,0.0075386353
1997,5,25,0.0080669485
1997,5,26,0.0048660133
1997,5,27,0.010330306
1997,5,28,0.015266171
1997,5,29,0.013552631
1997,5,30,0.009459371
1997,5,31,0.009021
1997,6,1,0.007874016
1997,6,2,0.025991073
1997,6,3,0.019883195
1997,6,4,0.011424819
1997,6,5,0.011848652
1997,6,6,0.011627907
1997,6,7,0.008909815
1997,6,8,0.0065614106
1997,6,9,0.015663752
1997,6,10,0.013792653
1997,6,11,0.0116180405
1997,6,12,0.012701928
1997,6,13,0.020795425
1997,6,14,0.010427082
1997,6,15,0.006601334
1997,6,16,0.016272863
1997,6,17,0.027801288
1997,6,18,0.02066698
1997,6,19,0.0152994795
1997,6,20,0.016254876
1997,6,21,0.011724579
1997,6,22,0.016568208
1997,6,23,0.013340275
1997,6,24,0.013218728
1997,6,25,0.021307096
1997,6,26,0.02981965
1997,6,27,0.010010401
1997,6,28,0.0107259555
1997,6,29,0.009433322
1997,6,30,0.020631304
1997,7,1,0.017639784
1997,7,2,0.014961296
1997,7,3,0.0059856866
1997,7,4,0.0052175247
1997,7,5,0.011648005
1997,7,6,0.0057568573
1997,7,7,0.009614135
1997,7,8,0.013841955
1997,7,9,0.036673386
1997,7,10,0.01449087
1997,7,11,0.010576861
1997,7,12,0.011808797
1997,7,13,0.007303713
1997,7,14,0.022523692
1997,7,15,0.025521137
1997,7,16,0.019413063
1997,7,17,0.01681709
1997,7,18,0.035186626
1997,7,19,0.027261812
1997,7,20,0.01176232
1997,7,21,0.021144118
1997,7,22,0.01706241
1997,7,23,0.016354078
1997,7,24,0.015894642
1997,7,25,0.011406351
1997,7,26,0.012503532
1997,7,27,0.0113528855
1997,7,28,0.01913224
1997,7,29,0.016418977
1997,7,30,0.017661192
1997,7,31,0.037118755
1997,8,1,0.015360684
1997,8,2,0.011931658
1997,8,3,0.011495807
1997,8,4,0.01426626
1997,8,5,0.019387888
1997,8,6,0.014022332
1997,8,7,0.0097421575
1997,8,8,0.010305937
1997,8,9,0.010502573
1997,8,10,0.006145327
1997,8,11,0.013018978
1997,8,12,0.018849593
1997,8,13,0.020418746
1997,8,14,0.012049754
1997,8,15,0.012879426
1997,8,16,0.034351416
1997,8,17,0.034501385
1997,8,18,0.017432442
1997,8,19,0.022416586
1997,8,20,0.020355245
1997,8,21,0.015373638
1997,8,22,0.01333247
1997,8,23,0.012764457
1997,8,24,0.009049162
1997,8,25,0.0101069
1997,8,26,0.01949987
1997,8,27,0.012579432
1997,8,28,0.013154484
1997,8,29,0.006471654
1997,8,30,0.008301498
1997,8,31,0.009352243
1997,9,1,0.006367246
1997,9,2,0.014534129
1997,9,3,0.024869451
1997,9,4,0.015833387
1997,9,5,0.013854235
1997,9,6,0.011263251
1997,9,7,0.007701915
1997,9,8,0.013449367
1997,9,9,0.016509278
1997,9,10,0.019663477
1997,9,11,0.028339814
1997,9,12,0.018125495
1997,9,13,0.009772232
1997,9,14,0.0154768545
1997,9,15,0.013386969
1997,9,16,0.01993531
1997,9,17,0.014327215
1997,9,18,0.014443052
1997,9,19,0.019839177
1997,9,20,0.01737234
1997,9,21,0.00662344
1997,9,22,0.010819369
1997,9,23,0.01702858
1997,9,24,0.010827942
1997,9,25,0.010881752
1997,9,26,0.010345282
1997,9,27,0.0078154355
1997,9,28,0.0061336863
1997,9,29,0.015106537
1997,9,30,0.015514623
1997,10,1,0.018013857
1997,10,2,0.01376993
1997,10,3,0.008097965
1997,10,4,0.010277569
1997,10,5,0.0081436625
1997,10,6,0.0120021105
1997,10,7,0.017016225
1997,10,8,0.013457352
1997,10,9,0.010025063
1997,10,10,0.007843913
1997,10,11,0.007825432
1997,10,12,0.0073247296
1997,10,13,0.015566256
1997,10,14,0.011666996
1997,10,15,0.02209034
1997,10,16,0.0110092955
1997,10,17,0.00949367
1997,10,18,0.0110534625
1997,10,19,0.007046184
1997,10,20,0.011341158
1997,10,21,0.01562603
1997,10,22,0.014967691
1997,10,23,0.02506431
1997,10,24,0.022947576
1997,10,25,0.06778635
1997,10,26,0.04826093
1997,10,27,0.02724634
1997,10,28,0.0176781
1997,10,29,0.011871002
1997,10,30,0.011674692
1997,10,31,0.0168045
1997,11,1,0.015079184
1997,11,2,0.011455478
1997,11,3,0.012595293
1997,11,4,0.012873258
1997,11,5,0.024390243
1997,11,6,0.023645516
1997,11,7,0.0133094955
1997,11,8,0.009309014
1997,11,9,0.008850801
1997,11,10,0.017577607
1997,11,11,0.011939506
1997,11,12,0.014193805
1997,11,13,0.026627807
1997,11,14,0.044126417
1997,11,15,0.025656551
1997,11,16,0.009322866
1997,11,17,0.01623269
1997,11,18,0.016580448
1997,11,19,0.017096283
1997,11,20,0.014359449
1997,11,21,0.015408015
1997,11,22,0.013438019
1997,11,23,0.012076955
1997,11,24,0.014661978
1997,11,25,0.009271523
1997,11,26,0.0041529336
1997,11,27,0.004931314
1997,11,28,0.010062049
1997,11,29,0.028958395
1997,11,30,0.004609246
1997,12,1,0.007018473
1997,12,2,0.0090860855
1997,12,3,0.018099848
1997,12,4,0.012122417
1997,12,5,0.014623172
1997,12,6,0.0145957805
1997,12,7,0.011892196
1997,12,8,0.03601751
1997,12,9,0.0456415
1997,12,10,0.0584997
1997,12,11,0.019675389
1997,12,12,0.018992787
1997,12,13,0.015254493
1997,12,14,0.013694782
1997,12,15,0.012585281
1997,12,16,0.012707658
1997,12,17,0.013901761
1997,12,18,0.017910251
1997,12,19,0.009421531
1997,12,20,0.0075081773
1997,12,21,0.018940186
1997,12,22,0.021716101
1997,12,23,0.029782435
1997,12,24,0.018242246
1997,12,25,0.011489667
1997,12,26,0.010544194
1997,12,27,0.0050806934
1997,12,28,0.0063516437
1997,12,29,0.029789215
1997,12,30,0.025981832
1997,12,31,0.010854316
1998,1,1,0.008413645
1998,1,2,0.010408608
1998,1,3,0.016175922
1998,1,4,0.016762884
1998,1,5,0.03157408
1998,1,6,0.06839701
1998,1,7,0.046839803
1998,1,8,0.0877321
1998,1,9,0.028134516
1998,1,10,0.016508898
1998,1,11,0.03230337
1998,1,12,0.05883134
1998,1,13,0.028283097
1998,1,14,0.03477799
1998,1,15,0.047426373
1998,1,16,0.04862215
1998,1,17,0.020150559
1998,1,18,0.023250898
1998,1,19,0.018997012
1998,1,20,0.019857874
1998,1,21,0.025816299
1998,1,22,0.034745708
1998,1,23,0.04086634
1998,1,24,0.019011406
1998,1,25,0.01803452
1998,1,26,0.021112734
1998,1,27,0.02808392
1998,1,28,0.037302535
1998,1,29,0.01770557
1998,1,30,0.0182842
1998,1,31,0.01313093
1998,2,1,0.0146293435
1998,2,2,0.028632026
1998,2,3,0.039246883
1998,2,4,0.045379266
1998,2,5,0.05728477
1998,2,6,0.027391823
1998,2,7,0.022475323
1998,2,8,0.01392503
1998,2,9,0.031614527
1998,2,10,0.034485046
1998,2,11,0.028586553
1998,2,12,0.014510917
1998,2,13,0.00915377
1998,2,14,0.017410882
1998,2,15,0.012179668
1998,2,16,0.017784856
1998,2,17,0.038156852
1998,2,18,0.02969905
1998,2,19,0.020242648
1998,2,20,0.013763582
1998,2,21,0.017180847
1998,2,22,0.009844994
1998,2,23,0.020585906
1998,2,24,0.043179717
1998,2,25,0.05152596
1998,2,26,0.019989444
1998,2,27,0.013636364
1998,2,28,0.012104909
1998,3,1,0.008162411
1998,3,2,0.016227983
1998,3,3,0.016955862
1998,3,4,0.015959902
1998,3,5,0.011650102
1998,3,6,0.0103194425
1998,3,7,0.022701899
1998,3,8,0.03452356
1998,3,9,0.12183878
1998,3,10,0.02089513
1998,3,11,0.021221908
1998,3,12,0.016978152
1998,3,13,0.014984227
1998,3,14,0.012342008
1998,3,15,0.009458896
1998,3,16,0.020283174
1998,3,17,0.024581522
1998,3,18,0.04065094
1998,3,19,0.02453786
1998,3,20,0.02200762
1998,3,21,0.015096304
1998,3,22,0.018226087
1998,3,23,0.016856521
1998,3,24,0.022924902
1998,3,25,0.016800633
1998,3,26,0.015134566
1998,3,27,0.011823436
1998,3,28,0.009810479
1998,3,29,0.0054983296
1998,3,30,0.016733645
1998,3,31,0.024269603
1998,4,1,0.0176226
1998,4,2,0.025637645
1998,4,3,0.026196275
1998,4,4,0.015952665
1998,4,5,0.006940063
1998,4,6,0.011110377
1998,4,7,0.017658731
1998,4,8,0.016862849
1998,4,9,0.017702622
1998,4,10,0.011331635
1998,4,11,0.007342256
1998,4,12,0.0071760234
1998,4,13,0.012568631
1998,4,14,0.0132362675
1998,4,15,0.018735519
1998,4,16,0.016667768
1998,4,17,0.014321541
1998,4,18,0.009933027
1998,4,19,0.010806665
1998,4,20,0.015216672
1998,4,21,0.019144144
1998,4,22,0.015103338
1998,4,23,0.02368508
1998,4,24,0.014847565
1998,4,25,0.012421893
1998,4,26,0.009844306
1998,4,27,0.017208286
1998,4,28,0.021867339
1998,4,29,0.022388553
1998,4,30,0.017758928
1998,5,1,0.020185923
1998,5,2,0.018144704
1998,5,3,0.010884067
1998,5,4,0.019310161
1998,5,5,0.031399682
1998,5,6,0.040053315
1998,5,7,0.034370214
1998,5,8,0.027258826
1998,5,9,0.019501133
1998,5,10,0.02318861
1998,5,11,0.026
1998,5,12,0.027946375
1998,5,13,0.019848961
1998,5,14,0.016275346
1998,5,15,0.018836528
1998,5,16,0.019335348
1998,5,17,0.013796987
1998,5,18,0.020374192
1998,5,19,0.029909406
1998,5,20,0.022865143
1998,5,21,0.01658673
1998,5,22,0.00990099
1998,5,23,0.0073494166
1998,5,24,0.0080282595
1998,5,25,0.008324589
1998,5,26,0.011459791
1998,5,27,0.020563493
1998,5,28,0.02220592
1998,5,29,0.020815322
1998,5,30,0.018293144
1998,5,31,0.039270885
1998,6,1,0.02743639
1998,6,2,0.031376183
1998,6,3,0.02281016
1998,6,4,0.026760284
1998,6,5,0.018511172
1998,6,6,0.015488365
1998,6,7,0.0094424775
1998,6,8,0.01403323
1998,6,9,0.014913502
1998,6,10,0.030018514
1998,6,11,0.0352452
1998,6,12,0.022558369
1998,6,13,0.05541322
1998,6,14,0.014381525
1998,6,15,0.026170436
1998,6,16,0.04734973
1998,6,17,0.02940596
1998,6,18,0.031777296
1998,6,19,0.045079283
1998,6,20,0.017755786
1998,6,21,0.014479763
1998,6,22,0.024095595
1998,6,23,0.03563445
1998,6,24,0.02458747
1998,6,25,0.02100151
1998,6,26,0.04445754
1998,6,27,0.04407273
1998,6,28,0.02008944
1998,6,29,0.034313083
1998,6,30,0.06456062
1998,7,1,0.025730226
1998,7,2,0.019307546
1998,7,3,0.016562385
1998,7,4,0.021139633
1998,7,5,0.012833782
1998,7,6,0.018553603
1998,7,7,0.02592132
1998,7,8,0.027954174
1998,7,9,0.018690368
1998,7,10,0.01846174
1998,7,11,0.016502606
1998,7,12,0.0135919675
1998,7,13,0.014134276
1998,7,14,0.017673627
1998,7,15,0.019053232
1998,7,16,0.019277265
1998,7,17,0.019033961
1998,7,18,0.016002897
1998,7,19,0.010723311
1998,7,20,0.025111169
1998,7,21,0.03357769
1998,7,22,0.03136048
1998,7,23,0.027585305
1998,7,24,0.019306026
1998,7,25,0.015575196
1998,7,26,0.010936432
1998,7,27,0.01850883
1998,7,28,0.018713603
1998,7,29,0.028741652
1998,7,30,0.02733098
1998,7,31,0.014741373
1998,8,1,0.01517341
1998,8,2,0.02009263
1998,8,3,0.02276867
1998,8,4,0.041362688
1998,8,5,0.02278201
1998,8,6,0.019123195
1998,8,7,0.020760348
1998,8,8,0.016834533
1998,8,9,0.012831829
1998,8,10,0.05231009
1998,8,11,0.026990114
1998,8,12,0.0208862
1998,8,13,0.013263979
1998,8,14,0.012646735
1998,8,15,0.0115223965
1998,8,16,0.010601427
1998,8,17,0.029840073
1998,8,18,0.038111344
1998,8,19,0.022712482
1998,8,20,0.014165963
1998,8,21,0.013760872
1998,8,22,0.015554115
1998,8,23,0.010328192
1998,8,24,0.050699644
1998,8,25,0.03294271
1998,8,26,0.029427083
1998,8,27,0.023157485
1998,8,28,0.027407937
1998,8,29,0.1110391
1998,8,30,0.10713072
1998,8,31,0.11499935
1998,9,1,0.11624732
1998,9,2,0.118967086
1998,9,3,0.113420814
1998,9,4,0.109375
1998,9,5,0.11074613
1998,9,6,0.11147594
1998,9,7,0.11045433
1998,9,8,0.108116925
1998,9,9,0.11263916
1998,9,10,0.11081276
1998,9,11,0.10823529
1998,9,12,0.101257294
1998,9,13,0.10076928
1998,9,14,0.10885246
1998,9,15,0.114531375
1998,9,16,0.08024448
1998,9,17,0.07415907
1998,9,18,0.059151053
1998,9,19,0.045447726
1998,9,20,0.025994731
1998,9,21,0.025269099
1998,9,22,0.022207621
1998,9,23,0.016497962
1998,9,24,0.020535363
1998,9,25,0.053224962
1998,9,26,0.026777677
1998,9,27,0.03474582
1998,9,28,0.03320646
1998,9,29,0.032190252
1998,9,30,0.019878883
1998,10,1,0.019791529
1998,10,2,0.029491145
1998,10,3,0.023689173
1998,10,4,0.011547826
1998,10,5,0.0706425
1998,10,6,0.03702726
1998,10,7,0.014702974
1998,10,8,0.0125
1998,10,9,0.014451817
1998,10,10,0.010524733
1998,10,11,0.010695187
1998,10,12,0.015733
1998,10,13,0.012056924
1998,10,14,0.01239043
1998,10,15,0.012629086
1998,10,16,0.010049261
1998,10,17,0.021649253
1998,10,18,0.009297808
1998,10,19,0.012171853
1998,10,20,0.01343608
1998,10,21,0.013047776
1998,10,22,0.012035514
1998,10,23,0.0074901446
1998,10,24,0.014132407
1998,10,25,0.0077951
1998,10,26,0.0112707615
1998,10,27,0.01682058
1998,10,28,0.016090741
1998,10,29,0.01679842
1998,10,30,0.015323906
1998,10,31,0.02339137
1998,11,1,0.014432128
1998,11,2,0.024683211
1998,11,3,0.01955215
1998,11,4,0.014273442
1998,11,5,0.011875701
1998,11,6,0.0109282425
1998,11,7,0.017581247
1998,11,8,0.0068445313
1998,11,9,0.018495277
1998,11,10,0.06043811
1998,11,11,0.02079208
1998,11,12,0.0123115415
1998,11,13,0.009337191
1998,11,14,0.015092908
1998,11,15,0.0072815535
1998,11,16,0.023292538
1998,11,17,0.022932455
1998,11,18,0.017653646
1998,11,19,0.014848883
1998,11,20,0.00944634
1998,11,21,0.01105893
1998,11,22,0.008753039
1998,11,23,0.018748766
1998,11,24,0.0072983103
1998,11,25,0.0036726128
1998,11,26,0.004985755
1998,11,27,0.007591093
1998,11,28,0.004201681
1998,11,29,0.004513438
1998,11,30,0.011514673
1998,12,1,0.010537407
1998,12,2,0.024203148
1998,12,3,0.013381674
1998,12,4,0.012695698
1998,12,5,0.0154114785
1998,12,6,0.01351728
1998,12,7,0.018185413
1998,12,8,0.022959689
1998,12,9,0.022238353
1998,12,10,0.013630078
1998,12,11,0.010780253
1998,12,12,0.011750435
1998,12,13,0.018916475
1998,12,14,0.015888713
1998,12,15,0.01305346
1998,12,16,0.017490992
1998,12,17,0.012227017
1998,12,18,0.011434172
1998,12,19,0.01320033
1998,12,20,0.018652849
1998,12,21,0.029590834
1998,12,22,0.021975147
1998,12,23,0.08675471
1998,12,24,0.05726375
1998,12,25,0.020758769
1998,12,26,0.008780561
1998,12,27,0.031345144
1998,12,28,0.034176216
1998,12,29,0.03567425
1998,12,30,0.021879531
1998,12,31,0.011658796
1999,1,1,0.027458198
1999,1,2,0.22986174
1999,1,3,0.15144628
1999,1,4,0.06294622
1999,1,5,0.040578756
1999,1,6,0.068099655
1999,1,7,0.049004797
1999,1,8,0.14962283
1999,1,9,0.063814975
1999,1,10,0.018183095
1999,1,11,0.06818481
1999,1,12,0.0403481
1999,1,13,0.06970156
1999,1,14,0.12629849
1999,1,15,0.09895013
1999,1,16,0.02480428
1999,1,17,0.026284348
1999,1,18,0.04500657
1999,1,19,0.030817859
1999,1,20,0.038896933
1999,1,21,0.037438422
1999,1,22,0.0768172
1999,1,23,0.083539985
1999,1,24,0.024811978
1999,1,25,0.024829216
1999,1,26,0.029903833
1999,1,27,0.020393396
1999,1,28,0.02789629
1999,1,29,0.01893716
1999,1,30,0.02124031
1999,1,31,0.022819543
1999,2,1,0.04030095
1999,2,2,0.037134234
1999,2,3,0.021043
1999,2,4,0.021159874
1999,2,5,0.014835058
1999,2,6,0.027278269
1999,2,7,0.041411042
1999,2,8,0.06026218
1999,2,9,0.06857367
1999,2,10,0.07079415
1999,2,11,0.0872505
1999,2,12,0.07361525
1999,2,13,0.057794675
1999,2,14,0.040373754
1999,2,15,0.023094537
1999,2,16,0.020914523
1999,2,17,0.028315365
1999,2,18,0.02602882
1999,2,19,0.020300947
1999,2,20,0.016118098
1999,2,21,0.0081581855
1999,2,22,0.01889365
1999,2,23,0.030212462
1999,2,24,0.020340525
1999,2,25,0.0416829
1999,2,26,0.021393841
1999,2,27,0.013174735
1999,2,28,0.018524919
1999,3,1,0.021764552
1999,3,2,0.023470515
1999,3,3,0.029927291
1999,3,4,0.035134435
1999,3,5,0.03926142
1999,3,6,0.061936937
1999,3,7,0.026092358
1999,3,8,0.08686331
1999,3,9,0.10926335
1999,3,10,0.024523161
1999,3,11,0.017898833
1999,3,12,0.020988533
1999,3,13,0.010951917
1999,3,14,0.033865638
1999,3,15,0.05111428
1999,3,16,0.023862015
1999,3,17,0.01898406
1999,3,18,0.021027433
1999,3,19,0.011631664
1999,3,20,0.006885197
1999,3,21,0.011629507
1999,3,22,0.01754954
1999,3,23,0.0152958715
1999,3,24,0.018523317
1999,3,25,0.015727138
1999,3,26,0.009627189
1999,3,27,0.0061290083
1999,3,28,0.007566898
1999,3,29,0.010759658
1999,3,30,0.017515408
1999,3,31,0.016084053
1999,4,1,0.015426497
1999,4,2,0.013255077
1999,4,3,0.03492717
1999,4,4,0.008423838
1999,4,5,0.015475266
1999,4,6,0.018466922
1999,4,7,0.018250065
1999,4,8,0.01890457
1999,4,9,0.03764691
1999,4,10,0.019952174
1999,4,11,0.012586836
1999,4,12,0.012884429
1999,4,13,0.01368619
1999,4,14,0.013870884
1999,4,15,0.020605197
1999,4,16,0.02009823
1999,4,17,0.013310402
1999,4,18,0.006679061
1999,4,19,0.010042762
1999,4,20,0.014003241
1999,4,21,0.014317181
1999,4,22,0.057451908
1999,4,23,0.041375745
1999,4,24,0.017591137
1999,4,25,0.00907466
1999,4,26,0.04405286
1999,4,27,0.017638285
1999,4,28,0.014791748
1999,4,29,0.019098796
1999,4,30,0.018444214
1999,5,1,0.014647635
1999,5,2,0.016851228
1999,5,3,0.019303018
1999,5,4,0.04576304
1999,5,5,0.038205445
1999,5,6,0.037249837
1999,5,7,0.026163165
1999,5,8,0.025794974
1999,5,9,0.012339755
1999,5,10,0.04519628
1999,5,11,0.02506622
1999,5,12,0.036603507
1999,5,13,0.021132221
1999,5,14,0.013341927
1999,5,15,0.009932548
1999,5,16,0.009596929
1999,5,17,0.07375832
1999,5,18,0.056384422
1999,5,19,0.038687594
1999,5,20,0.019547125
1999,5,21,0.012107941
1999,5,22,0.016443226
1999,5,23,0.011444627
1999,5,24,0.058831118
1999,5,25,0.02645332
1999,5,26,0.021803638
1999,5,27,0.010706224
1999,5,28,0.007732457
1999,5,29,0.011476305
1999,5,30,0.009602413
1999,5,31,0.009410161
1999,6,1,0.025634402
1999,6,2,0.030304976
1999,6,3,0.018202795
1999,6,4,0.0191409
1999,6,5,0.014711264
1999,6,6,0.016502762
1999,6,7,0.02924462
1999,6,8,0.026809137
1999,6,9,0.025896797
1999,6,10,0.049128167
1999,6,11,0.05268181
1999,6,12,0.05464481
1999,6,13,0.039555587
1999,6,14,0.03432276
1999,6,15,0.0283986
1999,6,16,0.020666413
1999,6,17,0.01689318
1999,6,18,0.015357279
1999,6,19,0.012986082
1999,6,20,0.01097357
1999,6,21,0.017015873
1999,6,22,0.037355226
1999,6,23,0.029114487
1999,6,24,0.018539682
1999,6,25,0.022761857
1999,6,26,0.017776504
1999,6,27,0.016026711
1999,6,28,0.04572262
1999,6,29,0.048380952
1999,6,30,0.028315663
1999,7,1,0.045953665
1999,7,2,0.02593861
1999,7,3,0.012320024
1999,7,4,0.011949277
1999,7,5,0.012934732
1999,7,6,0.045120407
1999,7,7,0.0395688
1999,7,8,0.0247782
1999,7,9,0.033036448
1999,7,10,0.027902342
1999,7,11,0.011702128
1999,7,12,0.023878712
1999,7,13,0.02339551
1999,7,14,0.025924755
1999,7,15,0.01983325
1999,7,16,0.01341178
1999,7,17,0.03586393
1999,7,18,0.022257658
1999,7,19,0.035743657
1999,7,20,0.030596731
1999,7,21,0.03559891
1999,7,22,0.03685644
1999,7,23,0.060002528
1999,7,24,0.046600837
1999,7,25,0.0314683
1999,7,26,0.028795647
1999,7,27,0.025394212
1999,7,28,0.047109477
1999,7,29,0.039680526
1999,7,30,0.039772008
1999,7,31,0.054378733
1999,8,1,0.025281087
1999,8,2,0.022856781
1999,8,3,0.019529516
1999,8,4,0.023566676
1999,8,5,0.024223642
1999,8,6,0.015852965
1999,8,7,0.022361042
1999,8,8,0.011288931
1999,8,9,0.01624218
1999,8,10,0.021852039
1999,8,11,0.02158228
1999,8,12,0.019488737
1999,8,13,0.03817952
1999,8,14,0.04347826
1999,8,15,0.015529599
1999,8,16,0.014156608
1999,8,17,0.019791337
1999,8,18,0.022396559
1999,8,19,0.01983826
1999,8,20,0.024362534
1999,8,21,0.014680851
1999,8,22,0.014277176
1999,8,23,0.024618695
1999,8,24,0.03196607
1999,8,25,0.028598545
1999,8,26,0.06434672
1999,8,27,0.04529352
1999,8,28,0.026082013
1999,8,29,0.017291833
1999,8,30,0.021946747
1999,8,31,0.025241137
1999,9,1,0.023650128
1999,9,2,0.017826984
1999,9,3,0.014752766
1999,9,4,0.0124153495
1999,9,5,0.013501776
1999,9,6,0.008581389
1999,9,7,0.01962264
1999,9,8,0.027011676
1999,9,9,0.0490666
1999,9,10,0.031801008
1999,9,11,0.015940873
1999,9,12,0.010931876
1999,9,13,0.01894059
1999,9,14,0.07978252
1999,9,15,0.074144244
1999,9,16,0.2031181
1999,9,17,0.058600895
1999,9,18,0.019187441
1999,9,19,0.013874992
1999,9,20,0.028668856
1999,9,21,0.03261282
1999,9,22,0.028943377
1999,9,23,0.017044378
1999,9,24,0.014195584
1999,9,25,0.016371971
1999,9,26,0.013015619
1999,9,27,0.02147278
1999,9,28,0.035095487
1999,9,29,0.03503225
1999,9,30,0.020591207
1999,10,1,0.013108969
1999,10,2,0.01770682
1999,10,3,0.01117577
1999,10,4,0.041572183
1999,10,5,0.020140987
1999,10,6,0.022582877
1999,10,7,0.011120885
1999,10,8,0.009551939
1999,10,9,0.01674277
1999,10,10,0.017499834
1999,10,11,0.013642651
1999,10,12,0.020317022
1999,10,13,0.05745176
1999,10,14,0.031686157
1999,10,15,0.046536457
1999,10,16,0.033084776
1999,10,17,0.015853094
1999,10,18,0.016842635
1999,10,19,0.017671844
1999,10,20,0.022273958
1999,10,21,0.013630654
1999,10,22,0.014130503
1999,10,23,0.017686285
1999,10,24,0.006799129
1999,10,25,0.0125188725
1999,10,26,0.016725352
1999,10,27,0.020500567
1999,10,28,0.014698492
